Simplified,Unicode (Simp.),Traditional,Unicode (Trad.),Pinyin,HSK Grade,JD Rank,JD Frequency,JD Percentile
韩,38889,韩,38889,hán,7,1221,20947,92.08136288
罕,32597,罕,32597,hǎn/hàn,7,2221,5409,97.83100783
旱,26097,旱,26097,hàn,7,2523,3636,98.52139711
捍,25421,捍,25421,hàn/xiàn/gǎn,7,3255,1385,99.39135889
焊,28938,焊,28938,hàn,7,4087,530,99.76664774
撼,25788,撼,25788,hàn,7,2987,1922,99.16461476
杭,26477,杭,26477,kàng/háng/kāng,7,2346,4583,98.15149627
浩,28009,浩,28009,hào/gǎo/gé,7,1864,8387,96.58075679
呵,21621,呵,21621,ā/hē/hā/a/kē/huō,7,1861,8433,96.56773484
禾,31166,禾,31166,hé,7,3587,936,99.58662874
阂,38402,閡,38305,ài/hé,7,4004,574,99.74290405
荷,33655,荷,33655,hé/hè/hē,7,1427,15249,94.0022832
赫,36203,赫,36203,hè/shì,7,1346,17613,93.31722662
鹤,40548,鶴,40372,hè,7,2624,3133,98.6968436
嘿,22079,嘿,22079,hēi/mò/mù,7,2423,4102,98.32339916
痕,30165,痕,30165,hén/gèn,7,1938,7805,96.89026974
哼,21756,哼,21756,hēng/hng,7,1966,7419,97.00033102
恒,24658,恆,24646,héng/gèng,7,1764,9483,96.11929919
轰,36720,轟,36703,hōng,7,1264,19670,92.53362274
哄,21700,哄,21700,hōng/hǒng/hòng,7,2513,3660,98.50254272
哄,21700,鬨,39720,hòng/xiàng,7,2513,3660,98.50254272
烘,28888,烘,28888,hōng,7,3266,1371,99.39918612
弘,24344,弘,24344,hóng,7,2619,3153,98.68873059
虹,34425,虹,34425,hóng/hòng/gòng,7,2176,5670,97.70251489
喉,21897,喉,21897,hóu,7,2096,6233,97.45731533
吼,21564,吼,21564,hǒu,7,2151,5814,97.62825597
弧,24359,弧,24359,hú,7,3062,1742,99.23588873
唬,21804,唬,21804,hu/xiāo/guó/xià/hǔ/háo,7,3161,1554,99.3200012
沪,27818,滬,28396,hù,7,2734,2737,98.86355952
哗,21719,嘩,22057,huā/huá,7,2486,3759,98.45076292
哗,21719,譁,35649,huá/wà,7,2486,3759,98.45076292
猾,29502,猾,29502,huá,7,3083,1697,99.25453641
徊,24458,徊,24458,huái/huí,7,3003,1885,99.1803457
淮,28142,淮,28142,huái,7,2293,4903,98.02173875
槐,27088,槐,27088,huái,7,3120,1627,99.28635694
唤,21796,喚,21914,huàn/huan,7,1835,8657,96.45292792
焕,28949,煥,29029,huàn,7,2773,2595,98.91718476
痪,30186,瘓,30227,huàn,7,3128,1611,99.29304362
荒,33618,荒,33618,huāng/huǎng/kāng/huáng,7,1328,17924,93.15202902
凰,20976,凰,20976,huáng,7,2453,3911,98.38550433
煌,29004,煌,29004,huáng,7,2276,5002,97.97829159
恍,24653,恍,24653,huǎng/guāng,7,2535,3584,98.54377184
晃,26179,晃,26179,huang/huàng/huǎng,7,1796,9157,96.27351769
谎,35854,謊,35594,huǎng,7,2207,5481,97.79169082
徽,24509,徽,24509,huī,7,2277,5000,97.98087552
卉,21321,卉,21321,huì,7,3341,1253,99.4499737
讳,35763,諱,35569,huì,7,2912,2139,99.08598074
贿,36159,賄,36036,huì,7,2569,3346,98.60477057
秽,31229,穢,31330,huì,7,3096,1676,99.26587106
浑,27985,渾,28222,hún/hùn/gǔn,7,1991,7136,97.09458643
魂,39746,魂,39746,hún,7,1348,17535,93.33538542
豁,35905,豁,35905,huō/huò/huá,7,2954,2013,99.13109453
祸,31096,禍,31117,huò,7,1870,8336,96.60664359
惑,24785,惑,24785,huò/huo,7,1600,11829,95.21603112
霍,38669,霍,38669,huò/hè/suǒ,7,1442,15034,94.1195805
讥,35749,譏,35663,jī,7,2922,2114,99.09695725
饥,39269,飢,39138,jī,7,2173,5689,97.69370835
缉,32521,緝,32221,jī/qì/qī/jí,7,3165,1549,99.32320785
畸,30072,畸,30072,jī/qí,7,3155,1562,99.31517339
稽,31293,稽,31293,jī/qǐ,7,2427,4085,98.33186048
棘,26840,棘,26840,jí,7,2870,2256,99.03842927
嫉,23241,嫉,23241,jí,7,2690,2892,98.79958772
脊,33034,脊,33034,jí/jǐ,7,2228,5316,97.85036763
忌,24524,忌,24524,jì,7,1922,7938,96.82520804
剂,21058,劑,21137,jì,7,1546,12821,94.87214627
迹,36857,蹟,36447,jī,7,1098,25920,90.58082039
迹,36857,跡,36321,jī,7,1098,25920,90.58082039
祭,31085,祭,31085,jì/zhài,7,1782,9316,96.20679298
寂,23490,寂,23490,jì,7,1739,9875,95.99446767
颊,39050,頰,38960,jiá,7,2655,3025,98.74618314
贾,36158,賈,36040,gǔ/jià/jiǎ,7,2051,6627,97.30776753
嫁,23233,嫁,23233,jià,7,2063,6539,97.34860234
稼,31292,稼,31292,jia/jià,7,2800,2500,98.95271425
奸,22904,奸,22904,jiān/gān,7,1992,7132,97.09827214
歼,27516,殲,27570,jiān,7,1815,8910,96.36233497
兼,20860,兼,20860,jiān,7,1515,13656,94.66013155
煎,29006,煎,29006,jiān/jiàn/jiǎn,7,2893,2183,99.06482304
拣,25315,揀,25536,jiǎn,7,2965,1981,99.14248034
柬,26604,柬,26604,jiǎn,7,3047,1772,99.22224509
俭,20461,儉,20745,jiǎn,7,2891,2193,99.06256262
荐,33616,薦,34214,jiàn,7,2367,4406,98.20019551
贱,36145,賤,36068,jiàn,7,2589,3270,98.63902361
溅,28293,濺,28666,jiàn/jiān/zàn,7,2949,2019,99.12588533
姜,23004,薑,34193,jiāng,7,2394,4261,98.26085162
浆,27974,漿,28479,jiāng/jiàng,7,2626,3130,98.70007919
僵,20725,僵,20725,jiāng,7,2333,4668,98.12043076
疆,30086,疆,30086,jiāng/jiàng,7,2036,6779,97.25592881
桨,26728,槳,27123,jiǎng/jiāng,7,2939,2067,99.11530106
匠,21280,匠,21280,jiang/jiàng,7,2110,6142,97.50203585
浇,27975,澆,28550,jiāo/ào/nào,7,2866,2265,99.03375701
娇,23047,嬌,23308,jiāo,7,2158,5772,97.6492085
椒,26898,椒,26898,jiāo,7,3187,1518,99.34061886
跤,36324,跤,36324,qiāo/jiāo,7,3715,787,99.64326684
礁,30977,礁,30977,jiāo,7,2952,2017,99.12901343
嚼,22204,嚼,22204,jué/jiáo,7,2731,2739,98.85931464
狡,29409,狡,29409,jiǎo/xiào,7,2670,2971,98.76936095
绞,32478,絞,32094,jiǎo/xiáo/jiào,7,2672,2963,98.77242704
矫,30699,矯,30703,jiǎo/jiāo,7,2916,2126,99.09038478
搅,25605,攪,25898,jiǎo,7,2679,2922,98.78307643
缴,32564,繳,32371,jiǎo/zhuó/jiào/hé,7,1834,8659,96.44845411
轿,36735,轎,36686,jiào,7,2447,3942,98.37334799
酵,37237,酵,37237,jiào,7,3531,992,99.55873216
皆,30342,皆,30342,jiē,7,1419,15357,93.93908864
劫,21163,劫,21163,jié,7,1825,8752,96.40795934
捷,25463,捷,25463,jié/qiè/chā,7,1789,9225,96.24029564
竭,31469,竭,31469,jié,7,1987,7194,97.0797795
诫,35819,誡,35489,jiè,7,2770,2614,98.913159
津,27941,津,27941,jīn,7,1353,17470,93.38061549
筋,31563,筋,31563,jīn/qián,7,2252,5170,97.91533579
锦,38182,錦,37670,jǐn,7,1947,7682,96.92616615
谨,35880,謹,35641,jǐn,7,1917,7960,96.80467359
晋,26187,晉,26185,jìn,7,1645,11192,95.48402711
浸,28024,浸,28024,jìn/qīn,7,2354,4529,98.17034497
茎,33550,莖,33686,jīng/yīng,7,2675,2956,98.77701196
荆,33606,荊,33610,jīng,7,2551,3479,98.57298157
晶,26230,晶,26230,jīng,7,1725,10038,95.92232808
兢,20834,兢,20834,jīng,7,3117,1632,99.28383193
阱,38449,阱,38449,jǐng,7,3224,1433,99.36882293
颈,39048,頸,38968,jǐng/gěng,7,2117,6104,97.52418681
窘,31384,窘,31384,jiǒng,7,2979,1935,99.15664439
揪,25578,揪,25578,jiū,7,3065,1735,99.23858274
灸,28792,灸,28792,jiǔ,7,4024,566,99.74880263
舅,33285,舅,33285,jiù/jiu,7,2375,4385,98.21836723
拘,25304,拘,25304,jū/gōu/jǔ/jú,7,2098,6224,97.46375034
鞠,38816,鞠,38816,jū/qū/qiōng,7,3037,1821,99.21294864
菊,33738,菊,33738,jú,7,2509,3676,98.4949682
橘,27224,橘,27224,jú,7,3614,900,99.59939385
沮,27822,沮,27822,jū/jǔ/jù/jiān/zǔ,7,2878,2229,99.04769523
矩,30697,矩,30697,ju/jǔ,7,2160,5766,97.65516962
炬,28844,炬,28844,jù,7,3429,1107,99.50319378
惧,24807,懼,25084,jù,7,1616,11644,95.31308337
锯,38191,鋸,37624,jù/jū,7,3078,1709,99.25013805
倦,20518,倦,20518,juàn,7,2329,4682,98.11076946
诀,35776,訣,35363,jué,7,2845,2341,99.00883298
掘,25496,掘,25496,jué/kū,7,2212,5436,97.80580474
崛,23835,崛,23835,jué/yù,7,3068,1731,99.24126692
爵,29237,爵,29237,jué,7,1925,7902,96.83749099
倔,20500,倔,20500,jué/juè,7,3542,985,99.56435168
君,21531,君,21531,jūn,7,985,31960,88.89573187
钧,38055,鈞,37406,jūn,7,2504,3698,98.48544592
俊,20426,俊,20426,jùn/shùn/dūn,7,1847,8543,96.50633353
峻,23803,峻,23803,jùn,7,2506,3688,98.48926289
骏,39567,駿,39423,jùn,7,3273,1358,99.40411883
竣,31459,竣,31459,jùn,7,3704,794,99.63876977
凯,20975,凱,20977,kǎi,7,1447,14990,94.15835851
慨,24936,慨,24936,kǎi,7,2208,5479,97.79452228
楷,26999,楷,26999,jiè/kǎi,7,3530,994,99.55821951
勘,21208,勘,21208,kān,7,2585,3303,98.63225786
堪,22570,堪,22570,kān/chěn,7,1811,9026,96.34386352
侃,20355,侃,20355,kǎn,7,3315,1295,99.43289085
砍,30733,砍,30733,kǎn,7,2217,5418,97.81981891
槛,27099,檻,27323,kǎn/jiàn,7,3379,1176,99.47374478
慷,24951,慷,24951,kāng,7,2935,2078,99.11102311
扛,25179,扛,25179,káng/gāng,7,2989,1921,99.16660077
苛,33499,苛,33499,kē/hē,7,3095,1679,99.26500493
磕,30933,磕,30933,kē/kě,7,2991,1909,99.1685785
壳,22771,殼,27580,ké/qiào,7,1937,7813,96.88623623
垦,22438,墾,22718,kěn,7,3038,1819,99.21388867
恳,24691,懇,25031,kěn,7,2265,5081,97.9496958
啃,21827,啃,21827,kěn,7,3345,1242,99.45254935
坑,22353,坑,22353,kēng/kàng,7,2242,5223,97.88848881
吭,21549,吭,21549,kēng/háng/hàng,7,3067,1731,99.24037236
孔,23380,孔,23380,kǒng,7,1289,18890,92.78214936
抠,25248,摳,25715,kōu/ōu,7,4103,520,99.77099339
枯,26543,枯,26543,kū/gū,7,2188,5582,97.73741856
窟,31391,窟,31391,kū,7,2924,2109,99.09913912
夸,22840,誇,35463,kuā/qù,7,1955,7594,96.95777273
垮,22446,垮,22446,kuǎ,7,2674,2958,98.77548434
挎,25358,挎,25358,kuà/kū/kōu,7,4005,574,99.74320068
筐,31568,筐,31568,kuāng,7,3419,1119,99.49743886
旷,26103,曠,26336,kuàng,7,2735,2731,98.86497086
框,26694,框,26694,kuāng/kuàng/kuáng,7,2144,5853,97.60714633
窥,31397,窺,31418,kuī/kuǐ,7,2748,2673,98.88311311
魁,39745,魁,39745,kuí/kuǐ/kuài,7,2599,3227,98.65577417
馈,39304,饋,39243,kuì/tuí,7,2947,2032,99.12379287
溃,28291,潰,28528,kuì/xiè,7,1916,7962,96.80055998
愧,24871,愧,24871,kuì,7,2275,5008,97.97570663
昆,26118,昆,26118,kūn/hún/kùn,7,1759,9557,96.09468006
捆,25414,捆,25414,kǔn/hún,7,2640,3079,98.72255056
廓,24275,廓,24275,kuò,7,2911,2141,99.08487533
喇,21895,喇,21895,lǎ/lá/lā/la,7,2677,2939,98.78005272
腊,33098,臘,33240,là/liè,7,1497,13892,94.53194869
蜡,34593,蠟,34847,là,7,2593,3246,98.64574595
兰,20848,蘭,34349,lán,7,642,61951,81.04262414
拦,25318,攔,25876,lán,7,1996,7091,97.11295452
婪,23146,婪,23146,lán/lǎn,7,3112,1642,99.27960721
澜,28572,瀾,28734,lán,7,2789,2539,98.93841894
揽,25597,攬,25900,lǎn,7,2807,2474,98.96169184
缆,32518,纜,32412,lǎn,7,2821,2410,98.97937882
滥,28389,濫,28651,làn/jiàn/lǎn/lán,7,2282,4964,97.9937321
狼,29436,狼,29436,láng/lǎng/làng/hǎng,7,1708,10295,95.83307774
廊,24266,廊,24266,láng,7,2075,6413,97.38875706
捞,25438,撈,25736,lāo,7,2508,3681,98.4930685
姥,23013,姥,23013,mǔ/lǎo,7,2874,2249,99.04308034
唠,21792,嘮,22062,chāo/láo/lào/xiāo,7,3399,1143,99.48574143
涝,28061,澇,28551,láo/lào,7,4179,471,99.79041986
勒,21202,勒,21202,lēi/lè/lei,7,966,33228,88.57617106
垒,22418,壘,22744,lěi/léi/lǜ,7,2417,4134,98.31063043
磊,30922,磊,30922,lěi,7,3423,1114,99.49974837
蕾,34174,蕾,34174,lěi,7,3329,1268,99.44216559
棱,26865,稜,31260,léng/lèng,7,2897,2168,99.06932062
愣,24867,愣,24867,lèng,7,2263,5088,97.9444432
黎,40654,黎,40654,lí,7,1476,14389,94.37861492
吏,21519,吏,21519,lì,7,2311,4795,98.06676314
隶,38582,隸,38584,lì,7,1801,9100,96.29707896
粒,31890,粒,31890,lì,7,1714,10200,95.86486726
莲,33714,蓮,34030,lián/liǎn,7,1837,8650,96.46187192
廉,24265,廉,24265,lián,7,1818,8854,96.37608197
敛,25947,斂,25986,liǎn/lián,7,2925,2107,99.10022799
链,38142,鏈,37832,liàn/lián,7,2099,6223,97.46696629
辽,36797,遼,36988,liáo,7,2086,6300,97.42491497
僚,20698,僚,20698,liáo/liǎo/lǎo,7,2234,5278,97.86678228
寥,23525,寥,23525,liáo,7,3116,1633,99.28298853
潦,28518,潦,28518,lǎo/lào/láo/liáo/liǎo,7,3739,765,99.65287077
咧,21671,咧,21671,lie/liè/liē/lié/liě,7,2741,2707,98.87338877
劣,21155,劣,21155,liè,7,1902,8067,96.74259219
猎,29454,獵,29557,liè,7,1687,10561,95.71998758
拎,25294,拎,25294,līng/līn,7,3380,1176,99.47435252
淋,28107,淋,28107,lín/lìn,7,2168,5737,97.67894587
赁,36161,賃,36035,lìn,7,3101,1668,99.2701888
凌,20940,凌,20940,lìng/líng,7,1731,9999,95.95339514
陵,38517,陵,38517,líng,7,1965,7436,96.99649699
岭,23725,嶺,23994,lǐng,7,2214,5429,97.81141806
溜,28316,溜,28316,liū/liù/liú,7,1923,7935,96.82930873
刘,21016,劉,21129,liú,7,751,48600,84.11923415
浏,27983,瀏,28687,liú/liū,7,2841,2355,99.00398502
瘤,30244,瘤,30244,liú,7,2141,5875,97.59806176
柳,26611,柳,26611,liǔ,7,1557,12642,94.94445537
遛,36955,遛,36955,liú/liù,7,4552,306,99.8646054
咙,21657,嚨,22184,lóng,7,3027,1845,99.20347339
胧,32999,朧,26407,lóng/lǒng,7,2837,2365,98.99911174
聋,32843,聾,32894,lóng,7,2873,2250,99.04191809
笼,31548,籠,31840,lóng/long/lǒng,7,1928,7888,96.84972485
隆,38534,隆,38534,lóng/lōng,7,1400,15979,93.78577555
窿,31423,窿,31423,long/lóng,7,3845,668,99.69207358
拢,25314,攏,25871,lǒng,7,2374,4390,98.21610113
垄,22404,壟,22751,lǒng,7,2336,4642,98.1276456
搂,25602,摟,25695,lǒu/lōu,7,2795,2512,98.94624824
陋,38475,陋,38475,lòu,7,2660,2995,98.75395662
芦,33446,蘆,34310,lú/lu,7,2477,3806,98.43319481
卤,21348,滷,28407,lǔ,7,3747,758,99.65601851
虏,34383,虜,34396,lǔ,7,2475,3811,98.42925949
鲁,40065,魯,39791,lǔ/lǚ,7,898,37474,87.3374712
赂,36162,賂,36034,lù,7,3270,1362,99.40201138
鹿,40575,鹿,40575,lù/lǘ,7,2056,6599,97.324854
碌,30860,碌,30860,lù/luò/liù,7,2548,3497,98.56757496
吕,21525,呂,21570,lǚ,7,1716,10156,95.87537609
侣,20387,侶,20406,lǚ,7,2661,2994,98.75550388
铝,38109,鋁,37569,lǚ/lǜ,7,3217,1453,99.36360908
屡,23649,屢,23650,lǚ,7,2450,3925,98.37943727
缕,32533,縷,32311,lǚ,7,2894,2181,99.06595014
履,23653,履,23653,lǚ,7,1802,9091,96.30177705
滤,28388,濾,28670,lǜ,7,3249,1394,99.38705562
孪,23402,孿,23423,luán,7,4292,420,99.81637849
卵,21365,卵,21365,luǎn/kūn,7,2008,6971,97.15654948
掠,25504,掠,25504,è/lüè/lüě,7,1868,8343,96.59802723
抡,25249,掄,25476,lūn/lún,7,3869,652,99.70025532
伦,20262,倫,20523,lún,7,970,32822,88.64436965
罗,32599,羅,32645,luó/luō/luo,7,392,108376,70.56065006
萝,33821,蘿,34367,luó,7,2745,2694,98.87896126
螺,34746,螺,34746,luó,7,2386,4327,98.24312692
裸,35064,裸,35064,luǒ,7,2164,5752,97.66707428
迈,36808,邁,36993,mài,7,1698,10432,95.77957446
脉,33033,脈,33032,mài,7,1594,11932,95.1792045
蛮,34542,蠻,34875,mán,7,2068,6503,97.36545316
瞒,30610,瞞,30622,mán/mén/mèn,7,2405,4191,98.28483251
蔓,34067,蔓,34067,màn/wàn/mán,7,2829,2390,98.98928042
芒,33426,芒,33426,máng/huāng/huǎng,7,2251,5174,97.91266402
氓,27667,氓,27667,máng/méng,7,3060,1747,99.23408567
茫,33579,茫,33579,máng/māng/huǎng,7,1951,7659,96.94202629
莽,33725,莽,33725,mǎng/máng,7,2714,2816,98.83496063
茅,33541,茅,33541,máo,7,2339,4637,98.13483563
髦,39654,髦,39654,máo,7,3149,1575,99.31030993
茂,33538,茂,33538,mào,7,2309,4798,98.06180614
玫,29611,玫,29611,méi,7,2303,4839,98.04689379
枚,26522,枚,26522,méi,7,1884,8270,96.66663097
眉,30473,眉,30473,méi,7,1460,14763,94.25839933
霉,38665,霉,38665,méi,7,2425,4098,98.32763628
昧,26151,昧,26151,mèi/wěn/mò,7,2376,4375,98.22062816
媚,23194,媚,23194,mèi,7,2291,4909,98.01666909
魅,39749,魅,39749,mèi,7,2662,2991,98.75704958
闷,38391,悶,24758,mèn/mēn,7,1830,8708,96.43051288
萌,33804,萌,33804,méng/míng,7,2879,2229,99.04884714
朦,26406,朦,26406,méng/mǎng,7,2826,2394,98.98557404
孟,23391,孟,23391,mèng,7,1575,12274,95.0607036
弥,24357,彌,24396,mí/mǐ/ní,7,1785,9276,96.22118958
谜,35868,謎,35598,mí,7,2471,3828,98.4213687
觅,35269,覓,35219,mì,7,2825,2396,98.98433685
泌,27852,泌,27852,mì/bì,7,2609,3192,98.67233661
蜜,34588,蜜,34588,mì,7,2014,6919,97.17806635
绵,32501,綿,32191,mián,7,2186,5622,97.73164917
勉,21193,勉,21193,miǎn,7,2078,6398,97.39868606
缅,32517,緬,32236,miǎn,7,2676,2945,98.77853389
苗,33495,苗,33495,miáo,7,1920,7946,96.81700305
瞄,30596,瞄,30596,miáo,7,2565,3383,98.59783428
渺,28218,渺,28218,miǎo,7,2966,1980,99.14350357
庙,24217,廟,24287,miào,7,1889,8220,96.68794836
蔑,34065,蔑,34065,miè,7,2575,3330,98.61512333
鸣,40483,鳴,40180,míng,7,1680,10636,95.68168295
铭,38125,銘,37528,míng,7,2061,6555,97.34183814
谬,35884,謬,35628,miù,7,2390,4290,98.25203423
蘑,34321,蘑,34321,mó,7,3528,998,99.55719111
魔,39764,魔,39764,mó,7,1180,22835,91.61714358
抹,25273,抹,25273,mǒ/mā/mò,7,2087,6299,97.4281702
沫,27819,沫,27819,mò/mo,7,2495,3731,98.46819046
陌,38476,陌,38476,mò,7,2243,5220,97.89118642
莫,33707,莫,33707,mò/mo/mù,7,955,34097,88.38519363
寞,23518,寞,23518,mò,7,2601,3217,98.6591002
牡,29281,牡,29281,mǔ,7,3001,1889,99.17839639
亩,20137,畝,30045,mǔ/mǒu,7,2360,4439,98.18421031
姆,22982,姆,22982,mǔ,7,1061,27808,90.07009405
沐,27792,沐,27792,mù,7,3464,1072,99.52286779
牧,29287,牧,29287,mù,7,1580,12193,95.09231069
募,21215,募,21215,mù/bó,7,2657,3018,98.74930349
睦,30566,睦,30566,mù,7,3019,1859,99.19582755
慕,24917,慕,24917,mù,7,1990,7165,97.09089865
暮,26286,暮,26286,mù,7,2768,2626,98.91045156
穆,31302,穆,31302,mù,7,1683,10592,95.69812447
呐,21584,吶,21558,ne/nà,7,2899,2163,99.07155726
乃,20035,乃,20035,nǎi/ǎi,7,1165,23520,91.43733594
囊,22218,囊,22218,náng/nāng,7,2041,6709,97.27331502
挠,25376,撓,25747,náo/xiāo/rào,7,2794,2523,98.94495007
恼,24700,惱,24817,nǎo,7,1704,10356,95.81176397
馁,39297,餒,39186,něi,7,4162,479,99.7862494
嫩,23273,嫩,23273,nèn,7,2500,3707,98.47779595
尼,23612,尼,23612,ní/nǐ,7,654,60474,81.4221744
拟,25311,擬,25836,nǐ,7,1541,12885,94.83895213
逆,36870,逆,36870,nì,7,1975,7339,97.03471067
匿,21311,匿,21311,nì/tè,7,2804,2479,98.95785368
腻,33147,膩,33193,nì,7,2819,2425,98.97688119
黏,40655,黏,40655,nián,7,3645,862,99.61347004
酿,37247,釀,37312,niàng/niáng,7,2764,2633,98.90501809
尿,23615,尿,23615,niào/suī,7,1877,8292,96.63668483
捏,25423,捏,25423,niē,7,2472,3824,98.42334488
拧,25319,擰,25840,níng/nǐng/nìng,7,3178,1529,99.33352753
凝,20957,凝,20957,níng,7,1631,11409,95.40239469
纽,32445,紐,32016,niǔ,7,1767,9466,96.13398777
奴,22900,奴,22900,nú,7,1402,15917,93.80223412
虐,34384,虐,34384,nüè,7,2665,2979,98.76167688
挪,25386,挪,25386,nuó,7,2204,5500,97.7831804
哦,21734,哦,21734,ó/ò/é,7,1913,7980,96.78820623
欧,27431,歐,27472,ōu/ǒu,7,823,42504,85.79973104
殴,27572,毆,27590,ōu/kōu/qū,7,3354,1221,99.45827533
呕,21589,嘔,22036,ōu/ǒu/òu/xū/chū/ou,7,2855,2292,99.02081827
趴,36276,趴,36276,pā,7,2977,1942,99.15464133
帕,24085,帕,24085,pà/mò,7,1519,13566,94.68824518
徘,24472,徘,24472,pái,7,3084,1695,99.25541236
潘,28504,潘,28504,pān/pàn/bō/pán/fān,7,2070,6477,97.37215431
攀,25856,攀,25856,pān,7,2439,3998,98.35695298
叛,21467,叛,21467,pàn,7,1779,9361,96.1923385
畔,30036,畔,30036,pàn,7,2833,2378,98.99420745
乓,20051,乓,20051,pāng,7,3502,1032,99.54354023
庞,24222,龐,40848,páng/lóng,7,1849,8531,96.51515608
膀,33152,膀,33152,bǎng/páng/pāng/bàng/pǎng,7,1941,7731,96.90229843
抛,25243,拋,25291,pāo,7,1692,10477,95.74715394
刨,21032,刨,21032,páo/bào,7,3623,888,99.60354828
袍,34957,袍,34957,páo/bào,7,2324,4710,98.09865033
胚,32986,胚,32986,pēi,7,2928,2093,99.10347856
沛,27803,沛,27803,pèi,7,3032,1834,99.20822833
佩,20329,佩,20329,pèi,7,1507,13784,94.60347898
抨,25256,抨,25256,pēng/bēng,7,3397,1146,99.48455902
烹,28921,烹,28921,pēng,7,3461,1074,99.52120477
棚,26842,棚,26842,péng/peng,7,2448,3929,98.37537844
蓬,34028,蓬,34028,péng/pèng,7,2398,4225,98.26961836
鹏,40527,鵬,40300,fèng/péng,7,1926,7895,96.84157101
篷,31735,篷,31735,peng/péng,7,2579,3315,98.62199347
膨,33192,膨,33192,péng/pèng,7,2415,4141,98.30635713
捧,25447,捧,25447,pěng/fèng,7,2353,4533,98.16800445
劈,21128,劈,21128,pī/pǐ,7,2487,3759,98.45270551
疲,30130,疲,30130,pí,7,1778,9364,96.18750087
辟,36767,闢,38370,pì,7,2140,5876,97.59502565
媲,23218,媲,23218,pì/bī/pí,7,3911,622,99.71405865
僻,20731,僻,20731,pì,7,2827,2391,98.98680967
譬,35692,譬,35692,pì,7,2441,3985,98.36107383
飘,39128,飄,39108,piāo,7,1527,13357,94.74395979
撇,25735,撇,25735,piē/biē/piě,7,2882,2219,99.05229358
乒,20050,乒,20050,pīng,7,3447,1086,99.51339202
坪,22378,坪,22378,píng,7,2716,2815,98.83787064
萍,33805,萍,33805,píng,7,2180,5646,97.71420302
颇,39047,頗,38935,pō/pò/pí,7,1560,12605,94.96402395
魄,39748,魄,39748,pò/bó/tuò,7,2511,3664,98.4987583
剖,21078,剖,21078,pōu,7,2484,3767,98.44687411
仆,20166,僕,20693,pú/pū/bú,7,1812,8976,96.34850218
菩,33769,菩,33769,pú/bèi/bó,7,2209,5477,97.79735271
朴,26420,樸,27192,pǔ/pú,7,2092,6261,97.44439829
浦,28006,浦,28006,pǔ,7,2161,5766,97.6581494
谱,35889,譜,35676,pǔ,7,2274,5009,97.97311857
瀑,28689,瀑,28689,pù/bào/bó,7,3195,1497,99.34685336
沏,27791,沏,27791,qī/qiè,7,4487,331,99.85395549
栖,26646,棲,26866,qī/xī,7,2460,3867,98.39954693
凄,20932,淒,28114,qī/qiàn,7,2352,4552,98.16566186
戚,25114,戚,25114,qi/qī/cù,7,2316,4756,98.07910397
漆,28422,漆,28422,qī/qiè,7,2296,4884,98.02931224
歧,27495,歧,27495,qí,7,2071,6451,97.37548809
祈,31048,祈,31048,qí/guǐ,7,2443,3965,98.3651802
棋,26827,棋,26827,qí/jī,7,2089,6294,97.43467652
乞,20062,乞,20062,qǐ/qì,7,2429,4073,98.33607589
岂,23682,豈,35912,qǐ/kǎi,7,1726,10036,95.92751454
迄,36804,迄,36804,qì,7,2549,3496,98.56938164
泣,27875,泣,27875,qì/lì/sè,7,2449,3929,98.37740889
契,22865,契,22865,qì/xiè/qiè/jié,7,1819,8845,96.38065293
砌,30732,砌,30732,qì/qiè,7,3221,1442,99.36659817
掐,25488,掐,25488,qiā,7,3494,1042,99.5392566
洽,27965,洽,27965,qià/hé,7,3039,1809,99.21482354
虔,34388,虔,34388,qián,7,2832,2380,98.99297853
钳,38067,鉗,37463,qián/ān,7,3344,1243,99.45190751
遣,36963,遣,36963,qiǎn/qiàn,7,1780,9335,96.19716269
谴,35892,譴,35700,qiǎn,7,2527,3619,98.52889411
嵌,23884,嵌,23884,qiàn/hǎn/kàn,7,2831,2387,98.99174858
呛,21595,嗆,21958,qiāng/qiàng/chéng,7,3418,1120,99.49686058
腔,33108,腔,33108,qiāng/kòng,7,1914,7975,96.79232759
乔,20052,喬,21932,qiáo/jiǎo,7,1488,14107,94.46699293
侨,20392,僑,20689,qiáo/jiǎo,7,2340,4633,98.13722989
俏,20431,俏,20431,qiào/xiào/xiāo,7,2880,2229,99.04999905
窍,31373,竅,31429,qiào,7,3020,1856,99.1967867
翘,32728,翹,32761,qiào/qiáo,7,2992,1909,99.16956505
撬,25772,撬,25772,qiào,7,3613,900,99.59892874
怯,24623,怯,24623,qiè,7,2488,3759,98.45464811
窃,31363,竊,31434,qiè,7,2103,6174,97.47975001
钦,38054,欽,27453,qīn/qìn/yín,7,2147,5840,97.61620764
秦,31206,秦,31206,qín,7,1394,16088,93.73604738
禽,31165,禽,31165,qín,7,2562,3408,98.59257961
寝,23517,寢,23522,qǐn,7,2806,2475,98.96041332
擎,25806,擎,25806,qíng,7,3052,1768,99.22681709
顷,39031,頃,38915,qǐng/qīng/kuǐ,7,2724,2753,98.8493872
丘,19992,丘,19992,qiū,7,1929,7886,96.85380021
囚,22234,囚,22234,qiú,7,2594,3242,98.64742137
驱,39537,驅,39493,qū,7,1511,13692,94.63186186
屈,23624,屈,23624,qū/qu/jué/què/jú,7,1684,10591,95.70359774
